DateTime;Speed;FuelRate;gps_Lat;gps_Long;Duration;DeltaDistance;Acc;DayOfWeek
2018-11-10 22:28:29;0.0;3.099999905;45.54546356;-73.65088654;;;;5
2018-11-10 22:28:30;0.0;4.75;45.54546356;-73.65088654;1.0;0.0;0.0;5
2018-11-10 22:28:31;0.0;6.0;45.54546356;-73.65089417;1.0;0.0;0.0;5
2018-11-10 22:28:32;0.0;6.150000095;45.54546356;-73.65089417;1.0;0.0;0.0;5
2018-11-10 22:28:33;0.0;5.9499998089999995;45.54546356;-73.65089417;1.0;0.0;0.0;5
2018-11-10 22:28:34;0.0;6.1999998089999995;45.54546356;-73.65089417;1.0;0.0;0.0;5
2018-11-10 22:28:35;0.0;6.0500001910000005;45.54546356;-73.65089417;1.0;0.0;0.0;5
2018-11-10 22:28:36;0.0;6.150000095;45.54546356;-73.65089417;1.0;0.0;0.0;5
2018-11-10 22:28:37;0.0;6.349999905;45.54545975;-73.65089417;1.0;0.0;0.0;5
2018-11-10 22:28:38;0.0;6.1999998089999995;45.54545975;-73.65089417;1.0;0.0;0.0;5
2018-11-10 22:28:39;0.0;6.099999905;45.54545975;-73.65089417;1.0;0.0;0.0;5
2018-11-10 22:28:40;0.0;5.9499998089999995;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:41;0.0;5.9499998089999995;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:42;0.0;5.849999905;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:43;0.0;5.6999998089999995;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:44;0.0;5.8000001910000005;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:45;0.0;5.75;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:46;0.0;6.599999905;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:47;0.0;5.4499998089999995;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:48;0.0;6.8000001910000005;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:49;0.0;6.599999905;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:50;0.0;5.4499998089999995;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:51;0.0;6.849999905;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:52;0.0;6.900000095;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:53;0.0;6.8000001910000005;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:54;0.0;5.400000095;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:55;0.0;5.5;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:56;0.0;6.900000095;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:57;0.0;6.8000001910000005;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:58;0.0;6.8000001910000005;45.54545975;-73.65090179;1.0;0.0;0.0;5
2018-11-10 22:28:59;0.0;5.400000095;45.54545975;-73.65090179;1.0;0.0;0.0;5
