Seg;DateTime;gps_Lat;gps_Long;DayOfWeek;T;S;V;V_m;V_r;FuelR;FuelR_r;FuelRate_std;V_std;Acc;Dcc;Acc_std;Acc_2;Idle_p;Acc_p;Cru_p;Cre_p;Dcc_p
0.0;2018-11-10 22:28:30;45.54546356;-73.65088654;5;13401.0;248.81944444444443;2.6191520467836256;17.25;5.032303370786517;6.970906420757311;7.159309296993995;3.276649351365315;4.321415947248157;0.16228070175438603;-0.14385667670682734;0.1579307855906418;0.024972537925256978;0.9884336989776882;0.0036564435489888814;0.0;0.9933587045742855;0.0029848518767256176
1.0;2018-11-11 02:11:51;45.54654312;-73.6520462;6;70.0;244.17968749999994;12.5578125;24.453125;13.318892045454545;14.02428570114286;16.638983035254242;11.741348160177603;6.716666527945414;0.5716602704678363;-0.6347282088122606;0.7028009937194781;0.48911711946786807;0.07142857142857142;0.5;0.04285714285714286;0.12857142857142856;0.32857142857142857
2.0;2018-11-11 02:13:01;45.54559708;-73.6529541;6;103.0;256.22829861111103;8.95555218446602;28.78125;11.676226265822784;9.543203895436893;10.801648365164835;7.3597409045613364;7.586649288132179;0.35300925925925924;-0.3288664641203703;0.4295515357477822;0.18433579206323783;0.2815533980582524;0.22330097087378642;0.0;0.46601941747572817;0.30097087378640774
3.0;2018-11-11 02:14:44;45.54541397;-73.65093994;6;49089.0;250.43836805555546;1.1724032834850455;26.5625;6.678356481481481;7.64830950026229;7.80046419854337;4.151433246437962;3.6446281164964893;0.30975541258169925;-0.3205896257172667;0.19574880129888186;0.03827264377524635;0.9977184297907882;0.0008555888284544399;4.074232516449714e-05;0.9982888223430911;0.0008148465032899427
4.0;2018-11-11 15:52:53;45.54578018;-73.65013123;6;30.0;250.13454861111103;30.016145833333333;45.296875;30.016145833333333;23.68500002579333;30.893478294513038;18.862232632442115;12.712281171915599;0.5859375000000001;-0.7352430555555556;0.7439378556128373;0.556178465792181;0.0;0.6333333333333333;0.06666666666666667;0.0;0.3
5.0;2018-11-11 15:53:23;45.54578018;-73.65013123;6;49.0;248.47222222222223;18.255102040816325;40.703125;25.557142857142857;19.213265272938774;19.613541632791666;14.332156161675456;18.186057580056374;0.5235953282828283;-0.41046626984126977;0.6069461163264115;0.37474417211907896;0.3877551020408163;0.30612244897959184;0.22448979591836735;0.3673469387755102;0.10204081632653061
6.0;2018-11-11 15:54:12;45.54280853;-73.64575958;6;25.0;251.1328125;36.163125;45.734375;36.163125;15.912000030920003;18.94285717966667;14.807305996726685;7.7919274445275155;0.2915219907407407;-0.3504203216374269;0.35025459014039506;0.15632610556520063;0.0;0.24;0.04;0.0;0.72
7.0;2018-11-11 15:54:37;45.54200745;-73.64266205;6;43.0;245.8203125;20.58030523255814;32.3125;20.58030523255814;15.854651121788372;21.304687444903124;17.066584573668024;8.156925303156;0.52744708994709;-0.5086392195767194;0.5995138718598271;0.35114271901579996;0.0;0.4186046511627907;0.11627906976744186;0.023255813953488372;0.4418604651162791
8.0;2018-11-11 15:55:20;45.54214478;-73.64082336;6;75.0;254.26649305555551;12.204791666666667;37.421875;17.603064903846153;14.007999945548002;16.163076860247696;14.569913051875806;12.358777996367008;0.6987847222222221;-0.5118427579365079;0.6265106297788648;0.3898991086355452;0.37333333333333335;0.30666666666666664;0.06666666666666667;0.32;0.30666666666666664
9.0;2018-11-11 15:56:35;45.54416656;-73.63947296;6;73.0;246.46701388888889;12.154537671232877;38.015625;23.980574324324323;10.510274008684933;11.988281291156252;12.85118615667805;14.222438891529848;0.5223524305555556;-0.638744212962963;0.5477535816752293;0.2961309553301518;0.5068493150684932;0.2328767123287671;0.0547945205479452;0.4931506849315068;0.2191780821917808
10.0;2018-11-11 15:57:48;45.54608917;-73.63780212;6;22.0;247.13975694444449;40.44105113636363;44.203125;40.44105113636363;16.074999971999997;17.682499969199995;10.420444064104638;2.9362884240677256;0.17258986928104578;-0.3802083333333333;0.2846855353230991;0.07956662161984428;0.0;0.5454545454545454;0.2727272727272727;0.0;0.18181818181818182
11.0;2018-11-11 15:58:10;45.5480957;-73.6362915;6;28.0;251.59722222222226;32.348214285714285;39.703125;32.348214285714285;19.92857130135714;27.899999821899996;18.72440678894923;7.717355663374592;0.5127728174603176;-0.5158730158730159;0.6386621091891427;0.3933242178888338;0.0;0.4642857142857143;0.07142857142857142;0.0;0.4642857142857143
12.0;2018-11-11 15:58:38;45.54938889;-73.63376617;6;51.0;254.53125;17.966911764705884;40.875;23.495192307692307;13.038235445915683;15.463953668411625;14.317694162624964;16.654786124420326;0.3226273148148148;-0.6519852053140096;0.6190650481637199;0.4081860895279215;0.29411764705882354;0.27450980392156865;0.058823529411764705;0.29411764705882354;0.37254901960784315
13.0;2018-11-11 15:59:29;45.54961014;-73.63069916;6;29.0;245.46440972222217;30.471443965517242;43.890625;30.471443965517242;28.19482778734482;28.19482778734482;12.16616643867077;11.660975192560118;0.491355613425926;-0.14930555555555555;0.39530862911104797;0.29596269460574975;0.0;0.7931034482758621;0.06896551724137931;0.0;0.13793103448275862
14.0;2018-11-11 15:59:58;45.55077362;-73.62841797;6;19.0;247.97743055555551;46.985197368421055;48.34375;46.985197368421055;19.59210501210526;19.59210501210526;12.889533244456663;1.0854280840056822;0.22569444444444445;-0.10373263888888888;0.18154651911929176;0.033960968275361436;0.0;0.3684210526315789;0.2631578947368421;0.0;0.3684210526315789
15.0;2018-11-11 16:00:17;45.55210114;-73.62592316;6;19.0;248.97569444444449;47.17434210526316;49.21875;47.17434210526316;13.328947368421055;16.883333333333336;8.649057755137173;1.5636823925356067;0.08138020833333334;-0.17795138888888887;0.16892587588810534;0.031761878337698994;0.0;0.15789473684210525;0.47368421052631576;0.0;0.3684210526315789
16.0;2018-11-11 16:00:36;45.55347061;-73.6233902;6;23.0;251.05034722222223;39.29483695652174;44.640625;39.29483695652174;25.845651872869567;33.024999615333336;24.414781493714003;3.443029850752734;0.4166666666666667;-0.4509943181818182;0.49627555256196243;0.2355840727007011;0.0;0.43478260869565216;0.08695652173913043;0.0;0.4782608695652174
17.0;2018-11-11 16:00:59;45.55379868;-73.62036133;6;21.0;253.93229166666666;43.53125;48.890625;43.53125;13.85000006290476;22.373077024692307;14.822634734798173;6.456205756745791;0.2025462962962963;-0.5993200231481483;0.6148289647543783;0.4253775424497538;0.0;0.2857142857142857;0.3333333333333333;0.0;0.38095238095238093
18.0;2018-11-11 16:01:20;45.5525856;-73.61753082;6;37.0;248.03819444444449;24.133445945945947;44.6875;24.803819444444443;24.748648565918916;25.43611102608333;16.832716489432848;17.746633518185014;0.5541666666666668;-0.7264046717171716;0.8275232930238953;0.6914023602052575;0.08108108108108109;0.6216216216216216;0.16216216216216217;0.02702702702702703;0.1891891891891892
19.0;2018-11-11 16:01:57;45.55142975;-73.61502075;6;20.0;247.00086805555557;44.46015625;46.46875;44.46015625;17.032500171000002;17.032500171000002;10.977624174543468;0.7792651595825005;0.12803819444444445;-0.04412615740740741;0.12225253161822647;0.014810444396219133;0.0;0.15;0.85;0.0;0.0
