Seg;DateTime;gps_Lat;gps_Long;DayOfWeek;T;S;V;V_m;V_r;FuelR;FuelR_r;FuelRate_std;V_std;Acc;Dcc;Acc_std;Acc_2;Idle_p;Acc_p;Cru_p;Cre_p;Dcc_p
0.0;2018-11-10 02:15:41;45.52100372;-73.66570282;5;183904.0;248.4852430555555;0.004865846079785903;35.515625;10.282147988505747;0.011508795577245667;3.5800338350456817;0.313342434808976;0.2803895671328037;0.4353519303201507;-0.4938586713489057;0.012610936759968992;0.00015903775041448606;0.9995704280494171;0.0002718809813815904;0.0;0.9995867409083;0.000141378110318427
1.0;2018-11-12 05:20:45;45.52159119;-73.66470337;0;20.0;243.82812499999997;43.8890625;45.65625;43.8890625;17.667499962654997;17.667499962654997;12.446118398227002;2.309096334942756;0.31298225308641975;-0.14914772727272727;0.3343970594451954;0.10968902964650848;0.0;0.25;0.6;0.0;0.15
2.0;2018-11-12 05:21:05;45.52068329;-73.66189575;0;26.0;243.76736111111111;33.75240384615385;50.5625;33.75240384615385;23.378846315384617;23.378846315384617;14.97397201588078;12.492748437459012;0.5843384502923975;-1.1569940476190477;0.8693688649659649;0.7400773529313566;0.0;0.7307692307692307;0.0;0.0;0.2692307692307692
3.0;2018-11-12 05:21:31;45.51990891;-73.65907288;0;26.0;256.00694444444446;35.44711538461539;50.765625;35.44711538461539;11.690384511769228;11.690384511769228;11.174112967620548;14.79422664850731;0.6163194444444444;-0.6729983660130718;0.8696212509198136;0.7785460208555912;0.0;0.23076923076923078;0.23076923076923078;0.0;0.5384615384615384
4.0;2018-11-12 05:21:57;45.51892853;-73.65608215;0;31.0;247.83854166666674;28.78125;44.703125;28.78125;18.925806621380644;19.556666842093332;14.538941374958855;13.252621104741253;0.708912037037037;-1.1306423611111112;0.9652330712434516;0.9149628110921322;0.0;0.6451612903225806;0.03225806451612903;0.0;0.3225806451612903
5.0;2018-11-12 05:22:28;45.51690674;-73.65732574;0;17.0;254.68315972222217;53.9329044117647;57.765625;53.9329044117647;25.908823911176476;25.908823911176476;11.988239812604021;4.613685632367601;0.359519675925926;-0.043402777777777776;0.24176904474184563;0.11310120293777234;0.0;0.5882352941176471;0.4117647058823529;0.0;0.0
6.0;2018-11-12 05:22:45;45.51488113;-73.65863037;0;15.0;241.61458333333334;57.9875;61.546875;57.9875;16.223333358666668;16.223333358666668;8.836609488391383;1.3024193018941421;0.11103877314814814;-0.021701388888888885;0.12965809112447993;0.02282915782536008;0.0;0.2;0.8;0.0;0.0
7.0;2018-11-12 05:23:00;45.51288986;-73.65981293;0;14.0;257.8385416666667;66.30133928571429;68.609375;66.30133928571429;20.821428571428573;20.821428571428573;8.827790713050963;1.6007978189890824;0.16999421296296294;-0.0390625;0.130402150215257;0.03542622561177248;0.0;0.5;0.5;0.0;0.0
8.0;2018-11-12 05:23:14;45.51077652;-73.66112518;0;13.0;254.8263888888889;70.5673076923077;71.96875;70.5673076923077;31.323076981538463;31.323076981538463;14.503571692483222;1.0852606669110576;0.18663194444444445;-0.10308159722222222;0.16602589892771685;0.025513912537838322;0.0;0.3076923076923077;0.38461538461538464;0.0;0.3076923076923077
9.0;2018-11-12 05:23:27;45.50868988;-73.66240692;0;13.0;247.58246527777777;68.56129807692308;70.984375;68.56129807692308;21.56538457153846;21.56538457153846;10.351859318770824;0.9357505712584836;0.11610243055555555;-0.07552083333333334;0.1482821019245824;0.022094088968275163;0.0;0.23076923076923078;0.7692307692307693;0.0;0.0
10.0;2018-11-12 05:23:40;45.50662994;-73.66363525;0;13.0;244.20572916666663;67.62620192307692;71.15625;67.62620192307692;4.2230769303846145;4.2230769303846145;3.568765878066165;2.990432480976166;0.04774305555555555;-0.22533275462962962;0.15985997389801535;0.0653389172676282;0.0;0.0;0.07692307692307693;0.0;0.9230769230769231
11.0;2018-11-12 05:23:53;45.50459671;-73.66500092;0;16.0;252.02256944444446;56.705078125;59.53125;56.705078125;5.4843750149375;5.4843750149375;6.127961088281429;1.019916813269388;0.16319444444444445;-0.21788194444444448;0.2478541837159767;0.06484749876422644;0.0;0.25;0.3125;0.0;0.4375
12.0;2018-11-12 05:24:09;45.50268555;-73.66534424;0;14.0;239.93055555555554;61.69642857142857;65.21875;61.69642857142857;28.97142846357143;28.97142846357143;5.639446328683287;2.492421764412482;0.1726810515873016;0.0;0.06691911445509188;0.03397704432250331;0.0;0.7857142857142857;0.21428571428571427;0.0;0.0
13.0;2018-11-12 05:24:23;45.50111389;-73.66333771;0;13.0;250.39062499999997;69.3389423076923;73.171875;69.3389423076923;20.584615267615387;20.584615267615387;7.090350995263599;2.366163528319292;0.16993856837606838;0.0;0.03489567830329413;0.03000315551178181;0.0;1.0;0.0;0.0;0.0
14.0;2018-11-12 05:24:36;45.49940109;-73.66126251;0;12.0;255.41666666666666;76.625;77.984375;76.625;28.329166968333336;28.329166968333336;10.303297248990042;1.5109831095635575;0.15769675925925924;-0.027488425925925927;0.11567002521943158;0.024674654988104422;0.0;0.3333333333333333;0.6666666666666666;0.0;0.0
15.0;2018-11-12 05:24:48;45.49788284;-73.65891266;0;12.0;254.3012152777778;76.29036458333333;77.84375;76.29036458333333;20.737499715000002;20.737499715000002;3.263372677997461;0.7726072602395171;0.04774305555555555;-0.06273674242424242;0.048836527171779553;0.005051726666988168;0.0;0.0;0.75;0.0;0.25
16.0;2018-11-12 05:25:00;45.49632645;-73.65647888;0;11.0;243.28559027777777;79.62073863636364;81.25;79.62073863636364;36.145454752727275;36.145454752727275;5.506607418601822;1.556583970645483;0.14086174242424243;0.0;0.0856996312615498;0.026518782113671435;0.0;0.5454545454545454;0.45454545454545453;0.0;0.0
17.0;2018-11-12 05:25:11;45.49489975;-73.65420532;0;11.0;247.8689236111111;81.12073863636364;81.28125;81.12073863636364;23.850000034545452;23.850000034545452;3.255687219958358;0.2254651127013951;0.010850694444444444;-0.03761574074074074;0.029553319619750638;0.0010686289983164983;0.0;0.0;1.0;0.0;0.0
18.0;2018-11-12 05:25:22;45.49347687;-73.65172577;0;12.0;265.90277777777777;79.77083333333333;80.3125;79.77083333333333;21.179166635;21.179166635;2.1267191696652548;0.3485800471088769;0.021701388888888888;-0.03274936868686868;0.024236407319975083;0.0013343591258359053;0.0;0.0;1.0;0.0;0.0
19.0;2018-11-12 05:25:34;45.49224091;-73.64880371;0;11.0;242.68663194444446;79.4247159090909;79.703125;79.4247159090909;15.854545506363637;15.854545506363637;3.8706237201269253;0.2726836198492499;0.030381944444444448;-0.03162202380952381;0.03305975133321613;0.0011337057642396185;0.0;0.0;1.0;0.0;0.0
20.0;2018-11-12 05:25:45;45.49112701;-73.64613342;0;11.0;238.64583333333331;78.10227272727273;78.6875;78.10227272727273;20.05454540272727;20.05454540272727;5.030181621377669;0.2217829514566413;0.016493055555555552;-0.049913194444444454;0.0458249329901396;0.002298237364969136;0.0;0.0;0.9090909090909091;0.0;0.09090909090909091
21.0;2018-11-12 05:25:56;45.48999405;-73.64357758;0;12.0;259.2447916666667;77.7734375;78.265625;77.7734375;22.350000063333336;22.350000063333336;2.2092782524452677;0.42621921543059005;0.01953125;-0.03689236111111111;0.03070899309748456;0.0016200689621913582;0.0;0.0;1.0;0.0;0.0
22.0;2018-11-12 05:26:08;45.48875046;-73.64070129;0;12.0;249.7612847222222;74.92838541666667;76.703125;74.92838541666667;15.541666547833332;15.541666547833332;7.840507630001346;1.6681266170147266;0.0;-0.1200810185185185;0.07497812492747039;0.019572693624614196;0.0;0.0;0.5;0.0;0.5
23.0;2018-11-12 05:26:20;45.48755264;-73.63796997;0;30.0;258.5980902777778;31.031770833333333;70.90625;34.479745370370374;4.966666654606667;4.966666654606667;6.595940949853847;27.381263516968133;0.8767361111111112;-0.9059343434343433;0.9270703099795103;1.0699362421231993;0.2;0.2;0.0;0.1;0.7
24.0;2018-11-12 05:26:50;45.48597717;-73.6348877;0;60.0;246.46701388888886;14.788020833333333;37.375;18.878324468085108;9.365833259581668;9.365833259581668;12.705495444782258;14.406944047937655;0.7061631944444444;-0.3715587797619048;0.5622248461800553;0.31467170872315453;0.26666666666666666;0.3;0.03333333333333333;0.3333333333333333;0.3333333333333333
25.0;2018-11-12 05:27:50;45.48488998;-73.63251495;0;54.0;252.08333333333337;16.805555555555557;39.125;25.928571428571427;7.671296228092591;7.671296228092591;9.052996814709704;16.783528365356418;0.3869524572649573;-0.4744112318840579;0.4554457855639619;0.21545068281232138;0.3888888888888889;0.1111111111111111;0.14814814814814814;0.37037037037037035;0.37037037037037035
26.0;2018-11-12 05:28:44;45.48358154;-73.62948608;0;23.0;252.52604166666663;39.525815217391305;49.890625;39.525815217391305;27.645652190000003;27.645652190000003;7.693783169306307;10.617335772569557;0.4898595328282829;-0.017361111111111112;0.3669896868561428;0.3476686011829877;0.0;0.9130434782608695;0.08695652173913043;0.0;0.0
27.0;2018-11-12 05:29:07;45.4825058;-73.6269989;0;18.0;248.68055555555551;49.736111111111114;50.765625;49.736111111111114;18.219444282166663;18.219444282166663;7.244006314790187;1.3065108548214754;0.044849537037037035;-0.11935763888888888;0.14383435788931212;0.023714962973679695;0.0;0.0;0.7777777777777778;0.0;0.2222222222222222
28.0;2018-11-12 05:29:25;45.48132324;-73.6242981;0;28.0;248.21614583333334;31.913504464285715;43.671875;31.913504464285715;7.278571522389286;7.278571522389286;8.050194787723639;8.257811522327783;0.7286844135802469;-0.5939327485380115;0.7519385069858073;0.5737136490971534;0.0;0.32142857142857145;0.0;0.0;0.6785714285714286
29.0;2018-11-12 05:29:53;45.47963333;-73.62393188;0;50.0;242.97743055555557;17.494375;45.53125;26.50662878787879;6.1709999490200005;6.1709999490200005;7.347997635356678;18.024594830779844;0.6022652116402115;-0.656383547008547;0.6104044007819865;0.3719135802469137;0.38;0.42;0.02;0.36;0.2
30.0;2018-11-12 05:30:43;45.47893524;-73.6268158;0;25.0;255.53819444444443;36.7975;48.15625;36.7975;9.255999994168;9.255999994168;10.189530154709484;7.274461863956416;0.5573640046296295;-0.42067307692307687;0.5230369087014226;0.26500485267168206;0.0;0.48;0.04;0.0;0.48
31.0;2018-11-12 05:31:08;45.47829819;-73.62996674;0;19.0;251.40624999999997;47.63486842105263;48.953125;47.63486842105263;1.5052631591052632;1.5052631591052632;0.5301715673025335;0.5866999790401416;0.09809027777777778;-0.08572048611111109;0.11203107898679769;0.012131679205246914;0.0;0.21052631578947367;0.6842105263157895;0.0;0.10526315789473684
32.0;2018-11-12 05:31:27;45.47763062;-73.63306427;0;29.0;252.53038194444437;31.348599137931036;49.0;31.348599137931036;1.7086207044827588;1.7086207044827588;1.469394268628263;13.867496603350949;0.5555555555555556;-0.47453703703703703;0.458180689147803;0.30260471751609724;0.0;0.10344827586206896;0.1724137931034483;0.0;0.7241379310344828
